color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,Action,Adventure,Fantasy,SciFi,Thriller,Comedy,Romance,Animation,Western,Drama,Family,Mystery,Horror,Crime,Sport,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Martin Scorsese,352,151,17000,1000,Matt Damon,29000,132373442,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Leonardo DiCaprio,The Departed ,873649,45648,Ray Winstone,0,boston|mole|police|undercover|undercover cop,2054,English,USA,R,90000000,2006,13000,8.5,2.35,29000
Color,Ben Stiller,308,121,0,918,Steve Coogan,21000,110416702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Robert Downey Jr.,Tropic Thunder ,307539,23484,Brandon T. Jackson,3,film director|parody|spoof|vietnam|written and directed by cast member,577,English,USA,R,92000000,2008,1000,7,2.35,0
Color,David Fincher,517,158,21000,585,Goran Visnjic,18000,102515793,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Robin Wright,The Girl with the Dragon Tattoo ,330152,20388,Joely Richardson,1,computer hacker|hacker|investigation|journalist|punk,632,English,USA,R,90000000,2011,1000,7.8,2.35,54000
Color,Guy Ritchie,415,128,0,727,Eddie Marsan,21000,209019489,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,Robert Downey Jr.,Sherlock Holmes ,477300,23996,Robert Maillet,3,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes,621,English,USA,PG-13,90000000,2009,979,7.6,1.85,20000
Color,Timur Bekmambetov,1,141,335,635,Ayelet Zurer,11000,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Morgan Freeman,Ben-Hur ,57,13379,Moises Arias,2,,1,English,USA,PG-13,,2016,745,6.1,2.35,0
Color,Walt Becker,70,92,12,1000,Joshua Mikel,35000,85884815,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,Bella Thorne,Alvin and the Chipmunks: The Road Chip ,9418,38450,Jesse McCartney,0,chipmunk|highway travel|on the road|plane|road movie,53,English,USA,PG,90000000,2015,1000,5,1.85,0
Color,Bryan Singer,269,121,0,919,Tom Wilkinson,10000,83077470,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Tom Cruise,Valkyrie ,183247,14165,Thomas Kretschmann,0,american actor playing foreigner|assassination|conspiracy|military|nazis,440,English,USA,PG-13,75000000,2008,1000,7.1,1.85,0
Color,Dennis Dugan,198,113,221,503,Sayed Badreya,11000,100018837,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Adam Sandler,You Don't Mess with the Zohan ,156348,13446,Kevin Nealon,0,hair stylist|jew|landlord|muslim|palestinian,380,English,USA,PG-13,90000000,2008,600,5.5,1.85,0
Color,Chris Columbus,253,106,0,1000,Adam Sandler,22000,78747585,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Peter Dinklage,Pixels ,89770,35367,Josh Gad,0,alien|arcade game|chase|driving in reverse|video gamer,342,English,USA,PG-13,88000000,2015,11000,5.6,2.35,39000
Color,Thor Freudenthal,183,106,87,918,Leven Rambin,8000,68558662,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Logan Lerman,Percy Jackson: Sea of Monsters ,86627,10882,Brandon T. Jackson,0,golden fleece|half brother|magical tree|sea|tree,204,English,USA,PG,90000000,2013,956,5.9,2.35,28000
Color,Jon M. Chu,196,129,209,886,Morgan Freeman,11000,64685359,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,Daniel Radcliffe,Now You See Me 2 ,40862,23031,Sanaa Lathan,6,card trick|london england|magician|rain machine|rooftop,139,English,USA,PG-13,90000000,2016,11000,6.9,2.35,15000
Color,Carlos Saldanha,240,96,107,350,Wanda Sykes,11000,143618384,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,Anne Hathaway,Rio ,165333,12071,Will.i.am,0,bird|brazilian|cockatoo|macaw|minnesota,186,English,USA,G,90000000,2011,560,7,2.35,19000
Color,Josh Trank,369,100,128,78,Reg E. Cathey,596,56114221,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tim Blake Nelson,Fantastic Four ,110486,1261,Tim Heidecker,3,box office flop|critically bashed|portal|teleportation|troubled production,695,English,USA,PG-13,120000000,2015,360,4.3,2.35,41000
Color,Andrey Konchalovskiy,47,110,96,554,Nathan Lane,887,190562,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Shirley Henderson,The Nutcracker in 3D ,2508,2728,Richard E. Grant,0,box office flop|christmas|christmas eve|critically bashed|toy comes to life,24,English,UK,PG,90000000,2010,886,4.4,2.35,788
Color,George Miller,206,108,750,971,Hugh Jackman,49000,197992827,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,Robin Williams,Happy Feet ,132501,70996,Elizabeth Daily,0,dance|emperor penguin|friend|penguin|song,548,English,USA,PG,100000000,2006,20000,6.5,2.35,0
Color,Paul W.S. Anderson,228,110,545,5000,Logan Lerman,14000,20315324,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Milla Jovovich,The Three Musketeers ,88542,27694,Orlando Bloom,8,box office flop|cardinal richelieu|critically bashed|duel|musketeer,254,English,Germany,PG-13,75000000,2011,8000,5.8,2.35,19000
Color,Genndy Tartakovsky,256,91,266,11000,Adam Sandler,12000,148313048,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,Steve Buscemi,Hotel Transylvania ,164148,37142,Jon Lovitz,2,dracula|hotel|invisible man|monster|transylvania,168,English,USA,PG,85000000,2012,11000,7.1,1.85,28000
Color,Kevin Lima,222,107,36,118,Teala Dunn,283,127706877,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,Jeff Bennett,Enchanted ,142496,662,Fred Tatasciore,2,fairy tale|lawyer|love|new york|prince,399,English,USA,PG,85000000,2007,142,7.1,2.35,0
Color,Daniel Espinosa,298,115,79,820,Ryan Reynolds,18000,126149655,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Denzel Washington,Safe House ,166693,36237,Sam Shepard,1,cia|cia agent|consulate|on the run|safe house,276,English,USA,R,85000000,2012,16000,6.8,2.35,19000
Color,Brett Ratner,236,104,420,535,Gabourey Sidibe,2000,78009155,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Matthew Broderick,Tower Heist ,110073,3768,Judd Hirsch,5,apartment|fbi|fraud|heist|manager,194,English,USA,PG-13,75000000,2011,906,6.2,2.35,0
Color,Nancy Meyers,157,138,278,213,Rufus Sewell,14000,63224849,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Kate Winslet,The Holiday ,182757,17423,Sarah Parish,3,book|composer|house|love|self esteem,483,English,USA,PG-13,85000000,2006,3000,6.9,1.85,19000
Color,Nancy Meyers,187,120,278,963,Hunter Parrish,11000,112703470,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Meryl Streep,It's Complicated ,69860,15226,Zoe Kazan,2,affair|divorce|graduation|vomiting|watching television,214,English,USA,R,85000000,2009,2000,6.6,1.85,0
Color,Steven Soderbergh,238,122,0,11000,Matt Damon,14000,117144465,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Al Pacino,Ocean's Thirteen ,256928,43499,Brad Pitt,3,casino|heist|manmade earthquake|revenge|tunnel boring machine,288,English,USA,PG-13,85000000,2007,13000,6.9,2.35,0
Color,Roger Allers,107,83,28,624,Debra Messing,4000,84303558,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,Jon Favreau,Open Season ,65270,6081,Jane Krakowski,1,bear|deer|forest|grizzly bear|hunter,100,English,USA,PG,85000000,2006,650,6.2,1.85,863
Color,Neil Burger,459,139,168,1000,Theo James,14000,150832203,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Kate Winslet,Divergent ,341058,22226,Mekhi Phifer,2,army|brother sister relationship|dystopia|father son relationship|narrated by character,713,English,USA,PG-13,85000000,2014,5000,6.7,2.35,49000
Color,Justin Lin,158,104,681,159,Zachery Ty Bryan,584,62494975,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Amber Stevens West,The Fast and the Furious: Tokyo Drift ,179500,1235,Nikki Griffin,5,car|challenge|drift racing|drifting|tokyo japan,378,English,USA,PG-13,85000000,2006,227,6,2.35,0
Color,Sarah Smith,190,97,6,561,Imelda Staunton,1000,46440491,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,Jim Broadbent,Arthur Christmas ,35446,2707,Michael Palin,1,christmas|christmas eve|elf|high tech|resentment,78,English,UK,PG,100000000,2011,579,7.1,1.85,0
Color,Tarsem Singh,382,106,763,809,Nathan Lane,8000,64933670,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,Julia Roberts,Mirror Mirror ,70838,11454,Danny Woodburn,1,kingdom|prince|princess|queen|snow,208,English,USA,PG,85000000,2012,886,5.6,1.85,18000
Color,Edgar Wright,393,112,1000,719,Kieran Culkin,10000,31494270,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Anna Kendrick,Scott Pilgrim vs. the World ,273921,12687,Ellen Wong,0,band|dating|high school|hipster|rock band,522,English,USA,PG-13,60000000,2010,1000,7.5,1.85,36000
Color,Pete Travis,432,95,38,20,Jason Cope,409,13401683,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Wood Harris,Dredd ,203458,578,Rakie Ayola,0,brutality|dark humor|female antagonist|female warrior|post apocalypse,588,English,UK,R,35000000,2012,107,7.1,2.35,46000
Color,Frank Coraci,173,107,153,233,Cameron Monaghan,11000,137340146,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,Adam Sandler,Click ,246492,12700,Julie Kavner,1,architect|frozen time|obese man|remote control|stopped time,685,English,USA,PG-13,70000000,2006,1000,6.4,1.85,7000
Color,Brad Peyton,91,82,62,615,Sean Hayes,975,43575716,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Jack McBrayer,Cats & Dogs: The Revenge of Kitty Galore ,10233,3326,Katt Williams,0,cartoon on tv|cat|dog|kitty|special agent,63,English,USA,PG,85000000,2010,760,4.3,1.85,0
Color,Doug Liman,238,88,218,521,Hayden Christensen,17000,80170146,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Kristen Stewart,Jumper ,243053,21863,Tom Hulce,0,bank|based on novel|ice|teleportation|vault,488,English,USA,PG-13,85000000,2008,4000,6.1,2.35,0
Color,Guillermo del Toro,345,120,0,160,IvÃ¡n KamarÃ¡s,3000,75754670,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,Seth MacFarlane,Hellboy II: The Golden Army ,208422,3632,Brian Steele,0,creature|elf|prince|rebellion|superhero,342,English,USA,PG-13,85000000,2008,169,7,1.85,3000
Color,David Fincher,377,162,21000,495,Jake Gyllenhaal,21000,33048353,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Robert Downey Jr.,Zodiac ,301279,36928,Anthony Edwards,0,cartoonist|reporter|serial killer|zodiac|zodiac killer,589,English,USA,R,65000000,2007,15000,7.7,2.35,12000
Color,Sylvester Stallone,424,113,13000,5000,Sylvester Stallone,26000,102981571,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Jason Statham,The Expendables ,270226,46355,Jet Li,9,action hero|assassination attempt|explosion|machine gun|rescue mission,741,English,USA,R,80000000,2010,13000,6.5,2.35,57000
Color,Gary Ross,673,142,378,575,Josh Hutcherson,34000,407999255,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,Jennifer Lawrence,The Hunger Games ,701607,49942,Anthony Reynolds,0,fight to the death|game|massacre|self survival|suicide attempt,1959,English,USA,PG-13,78000000,2012,14000,7.3,2.35,140000
Color,Todd Phillips,383,102,480,461,Mason Lee,14000,254455986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Bradley Cooper,The Hangover Part II ,375879,16143,Mike Tyson,0,hotel|male frontal nudity|pubic hair|thailand|wedding,402,English,USA,R,80000000,2011,670,6.5,2.35,56000
Color,Tim Johnson,166,83,12,925,Steve Carell,13000,155019340,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,Bruce Willis,Over the Hedge ,127345,22813,Catherine O'Hara,1,bear|food|forest|raccoon|turtle,250,English,USA,PG,80000000,2006,7000,6.8,1.85,0
Color,Gary Winick,120,97,56,852,Julia Roberts,12000,82506325,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Steve Buscemi,Charlotte's Web ,27838,23907,Oprah Winfrey,0,barn|pig|piglet|spider|uncle,102,English,USA,G,,2006,8000,6.4,1.85,0
Color,Dean Parisot,234,116,23,110,Anthony Hopkins,13000,53215979,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Bruce Willis,RED 2 ,125036,25220,Garrick Hagon,7,cia|cia agent|rescue|russian|team,205,English,USA,PG-13,84000000,2013,12000,6.7,2.35,22000
Color,Mike Mitchell,91,87,31,733,Jesse McCartney,1000,133103929,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,Amy Poehler,Alvin and the Chipmunks: Chipwrecked ,22838,4073,Lauren Gottlieb,0,chipmunk|cruise ship|football ball|overboard|tennis ball,56,English,USA,G,75000000,2011,1000,4.4,1.85,0
Color,Dennis Dugan,139,101,221,11000,Adam Sandler,12000,133668525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Steve Buscemi,Grown Ups 2 ,107817,39269,Jon Lovitz,4,belching|number in title|party|reference to nicki minaj|sneezing,255,English,USA,PG-13,80000000,2013,11000,5.4,1.85,14000
Color,Peter Segal,265,110,88,11000,Dwayne Johnson,13000,130313314,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Bill Murray,Get Smart ,168172,44798,Anne Hathaway,1,airplane|misunderstanding|obese woman|overweight woman|spy,380,English,USA,PG-13,80000000,2008,12000,6.5,1.85,0
Color,Martin Scorsese,490,138,17000,163,Joseph Sikora,29000,127968405,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Leonardo DiCaprio,Shutter Island ,786092,29585,Nellie Sciutto,0,female prisoner|plot twist|self delusion|surprise ending|year 1954,964,English,USA,R,80000000,2010,223,8.1,2.35,53000
Color,Seth Gordon,141,88,91,982,Robert Duvall,4000,120136047,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Jon Favreau,Four Christmases ,48500,9913,Katy Mixon,2,airport|christmas|news broadcast|tv broadcast|tv news,124,English,Germany,PG-13,80000000,2008,3000,5.6,1.85,0
Color,Adam Shankman,144,99,163,495,Carmen Electra,11000,109993847,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,Adam Sandler,Bedtime Stories ,72326,12831,Kathryn Joosten,0,2000s|bedtime story|elephant|handyman|tween girl,116,English,USA,PG,80000000,2008,869,6.1,2.35,0
Color,Dennis Dugan,204,117,221,503,Bailee Madison,11000,103028109,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Adam Sandler,Just Go with It ,172878,16325,Kevin Nealon,1,chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini,203,English,USA,PG-13,80000000,2011,3000,6.4,1.85,19000
Color,D.J. Caruso,215,118,154,915,Ethan Embry,3000,101111837,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Rosario Dawson,Eagle Eye ,150764,5637,Cameron Boyce,3,audio surveillance|death|pentagon|technology|twin brother,318,English,USA,PG-13,80000000,2008,982,6.6,2.35,0
Color,Albert Hughes,325,118,117,10000,Mila Kunis,18000,94822707,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Denzel Washington,The Book of Eli ,227072,44797,Gary Oldman,0,blind|book|long take|post apocalypse|water,560,English,USA,R,80000000,2010,15000,6.9,2.35,20000
Color,Shawn Levy,147,93,189,38,Henry Czerny,1000,82226474,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,Roger Rees,The Pink Panther ,65499,1267,William Abadie,0,diamond|france|investigation|pink panther|soccer,424,English,USA,PG,65000000,2006,177,5.6,1.85,0
Color,Scott Derrickson,276,104,301,71,Jon Hamm,18000,79363785,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Keanu Reeves,The Day the Earth Stood Still ,139423,22194,Juan Riedinger,0,alien|earth|giant robot|military|scientist,698,English,USA,PG-13,80000000,2008,4000,5.5,2.35,0
Color,David Ayer,406,134,452,697,Logan Lerman,11000,85707116,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Brad Pitt,Fury ,303185,20411,Jim Parrack,4,battle|battlefield|brutality|combat|tank,701,English,USA,R,68000000,2014,8000,7.6,2.35,82000
Color,Eric Brevig,143,80,40,375,Tom Cavanagh,3000,100169068,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,Justin Timberlake,Yogi Bear ,16385,4394,Josh Robert Thompson,0,bear|mayor|park|sabotage|yogi bear,100,English,USA,PG,80000000,2010,642,4.6,1.85,0
Color,Frank Coraci,178,102,153,269,Leslie Bibb,3000,80360866,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Rosario Dawson,Zookeeper ,44662,5392,Nicholas Turturro,1,champagne bottle|coca cola|jewelry box|red bull|zoo,127,English,USA,PG,80000000,2011,1000,5.2,2.35,0
Color,Genndy Tartakovsky,152,89,266,859,Adam Sandler,12000,169692572,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,Steve Buscemi,Hotel Transylvania 2 ,56501,26839,Fran Drescher,0,california|dracula|hotel|transylvania|vampire,97,English,USA,PG,80000000,2015,11000,6.7,1.85,16000
Color,Lucile Hadzihalilovic,63,81,92,8,Roxane Duran,23,,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,Nissim Renard,Evolution ,979,54,Julie-Marie Parmentier,0,boy|giving birth|nurse|sea|ultrasonography,3,French,France,,,2015,21,6.4,2.35,257
Color,Jonathan Mostow,258,89,84,1000,Devin Ratray,13000,38542418,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bruce Willis,Surrogates ,151424,18132,Boris Kodjoe,5,android|fbi agent|future|murder|robot,252,English,USA,PG-13,80000000,2009,1000,6.3,2.35,0
Color,Barry Cook,113,87,43,210,Tiya Sircar,882,36073232,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Charlie Rowe,Walking with Dinosaurs 3D ,8913,1971,Madison Rothschild,0,brother|dinosaur|head butt|hero|orphan,66,English,USA,PG,80000000,2013,396,5.2,2.35,0
 Black and White,Rob Marshall,205,118,252,30,Elio Germano,529,19673424,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Fergie,Nine ,37446,619,Andrea Di Stefano,4,based on stage musical based on film|child abuse|film director|italian|mistress,232,English,USA,PG-13,80000000,2009,48,5.8,2.35,0
Color,Breck Eisner,202,106,42,612,Joseph Gilgun,14000,27356090,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Vin Diesel,The Last Witch Hunter ,58752,16922,Lotte Verbeek,0,box office flop|burned to death|magic|witch|witch hunter,117,English,USA,PG-13,90000000,2015,788,6,2.35,21000
Color,Luc Besson,101,94,0,14,Adam LeFevre,563,15131330,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,Mia Farrow,Arthur and the Invisibles ,25843,683,Penny Balfour,0,boy|debt|garden|princess|treasure,64,English,France,PG,86000000,2006,80,6,2.35,941
Color,Jacques Perrin,113,104,63,7,Jacques Perrin,67,19406406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Pedro ArmendÃ¡riz Jr.,Oceans ,7630,152,Rie Miyazawa,0,damselfish|ocean habitat|ocean life|razorfish|spider crab,42,French,France,G,40000000,2009,63,7.8,2.35,0
Color,Paul W.S. Anderson,272,105,545,74,Currie Graham,795,23219748,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Sasha Roiz,Pompeii ,84508,1099,Dylan Schombing,0,arena|lava bomb|mount vesuvius|pompeii|slave,308,English,Canada,PG-13,80000000,2014,172,5.6,2.35,20000
Color,AndrÃ©s Couturier,3,89,0,20,David Hoffman,163,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Sariann Monaco,Top Cat Begins ,230,370,Ben Diskin,0,,1,Spanish,Mexico,PG,8000000,2015,94,4.4,,138
Color,Brad Peyton,178,94,62,722,Dwayne Johnson,14000,103812241,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,Josh Hutcherson,Journey 2: The Mysterious Island ,67296,27842,Kristin Davis,3,gold|hurricane|island|mountain|mysterious island,133,English,USA,PG,79000000,2012,12000,5.8,1.85,0
Color,Cody Cameron,169,95,18,18,Khamani Griffin,622,119793567,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,Will Forte,Cloudy with a Chance of Meatballs 2 ,64387,848,Melissa Sturm,0,food|inventor|island|orangutan|scientist,85,English,USA,PG,78000000,2013,161,6.5,2.35,15000
Color,Dennis Dugan,156,91,221,553,Adam Sandler,14000,74158157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Al Pacino,Jack and Jill ,60370,27405,Tim Meadows,2,advertising|advertising executive|commercial|protective male|twins,264,English,USA,PG,79000000,2011,11000,3.4,1.85,0
Color,Mark Osborne,119,108,54,6000,James Franco,12000,1339152,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,Jeff Bridges,The Little Prince ,28276,30230,Mackenzie Foy,1,aviator|based on book|girl|little girl|the little prince,64,English,France,PG,81200000,2015,11000,7.8,2.35,31000
Color,Oliver Hirschbiegel,232,99,101,327,Veronica Cartwright,1000,15071514,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Roger Rees,The Invasion ,65037,2323,Jeremy Northam,2,alien|epidemic|psychiatrist|space shuttle|virus,273,English,USA,PG-13,80000000,2007,422,5.9,1.85,0
Color,Yarrow Cheney,165,87,11,745,Eric Stonestreet,1000,323505540,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Steve Coogan,The Secret Life of Pets ,24407,4782,Albert Brooks,0,animal control|lost animal|mongrel|pet|terrier,155,English,Japan,PG,75000000,2016,904,6.8,1.85,36000
Color,Pierre Coffin,306,98,275,1000,Miranda Cosgrove,7000,368049635,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,Steve Carell,Despicable Me 2 ,286877,11905,Steve Coogan,0,dating|minion|overprotective father|undercover spy|woman agent,284,English,USA,PG,76000000,2013,2000,7.5,1.85,56000
Color,Alfonso CuarÃ³n,372,109,0,18,Danny Huston,16000,35286428,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Charlie Hunnam,Children of Men ,361767,16479,Rita Davies,0,chaos|england|long take|survival|violence,1206,English,USA,R,76000000,2006,430,7.9,1.85,17000
Color,Timur Bekmambetov,316,110,335,988,Morgan Freeman,11000,134568845,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,Angelina Jolie Pitt,Wanted ,299852,25763,Common,0,assassin|bobble head doll|femme fatale|rejuvenation|strong female lead,713,English,USA,R,75000000,2008,11000,6.7,2.35,0
Color,Carlos Saldanha,164,115,107,241,Ray Romano,835,195329763,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,Denis Leary,Ice Age: The Meltdown ,194249,1815,Jay Leno,0,flood|mammoth|no opening credits|squirrel|valley,253,English,USA,PG,80000000,2006,590,6.9,1.85,0
Color,Adam Shankman,219,117,163,260,Elijah Kelley,719,118823091,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,Jerry Stiller,Hairspray ,98693,1673,Paul Dooley,9,audition|best friend|dance|friend|tv dance show,401,English,USA,PG,75000000,2007,339,6.7,2.35,0
Color,Louis Leterrier,384,125,255,963,Common,11000,117698894,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Morgan Freeman,Now You See Me ,447979,13312,Michael Kelly,6,bank|fbi|heist|interpol|magician,629,English,USA,PG-13,75000000,2013,988,7.3,2.35,105000
Color,Dennis Dugan,179,102,221,4000,Adam Sandler,12000,162001186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Steve Buscemi,Grown Ups ,181443,28497,Salma Hayek,4,basketball|coach|daughter|high school|high school basketball,311,English,USA,PG-13,80000000,2010,11000,6,1.85,12000
Color,Thor Freudenthal,107,100,87,446,Kevin Dillon,3000,73023275,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Don Cheadle,Hotel for Dogs ,16271,5174,Yvette Nicole Brown,4,abandoned hotel|dog|foster home|overalls|playing with a dog,57,English,USA,PG,35000000,2009,576,5.4,1.85,1000
Color,Mike Nichols,269,102,0,15000,Tom Hanks,22000,66636385,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Philip Seymour Hoffman,Charlie Wilson's War ,88451,60646,Jud Tylor,1,afghanistan|arms dealer|based on true story|cia|texas,289,English,USA,R,75000000,2007,15000,7.1,1.85,0
Color,Bill Condon,241,130,386,525,Jennifer Hudson,912,103338338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Loretta Devine,Dreamgirls ,55901,2856,Anika Noni Rose,0,1960s|fire|pop chart|singer|trio,503,English,USA,PG-13,70000000,2006,549,6.5,2.35,0
Color,Robert Luketic,140,100,126,925,Lisa Ann Walter,19000,47000485,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Tom Selleck,Killers ,72867,25206,Catherine O'Hara,2,hired killer|marriage|neighbor|on the run|store clerk,120,English,USA,PG-13,75000000,2010,1000,5.4,2.35,0
Color,Guy Ritchie,362,116,0,104,Elizabeth Debicki,15000,45434443,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Henry Cavill,The Man from U.N.C.L.E. ,175960,15735,Christian Berkel,2,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,360,English,USA,PG-13,75000000,2015,509,7.3,2.35,43000
Color,Gil Kenan,190,91,27,925,Jon Heder,12000,73661010,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,Steve Buscemi,Monster House ,71137,17299,Catherine O'Hara,0,babysitter|halloween|house|neighbor|suburb,229,English,USA,PG,75000000,2006,970,6.6,2.35,0
Color,Tarsem Singh,284,110,763,222,Daniel Sharman,15000,83503161,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Henry Cavill,Immortals ,138190,16691,Steve Byers,1,burned alive|castration|olympus|torture|torture device,405,English,USA,R,75000000,2011,1000,6.1,1.85,30000
Color,David Pastor,130,84,10,394,Kiernan Shipka,3000,90820,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,Christopher Meloni,Carriers ,35510,4368,Lou Taylor Pucci,0,beach|disease|latex gloves|pandemic|virus,119,English,USA,PG-13,,2009,552,6,2.35,0
Color,Kyle Balda,308,91,22,1000,Jon Hamm,7000,336029560,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,Steve Carell,Minions ,142403,13616,Steve Coogan,0,antarctica|minion|queen|super villain|villain,275,English,USA,PG,74000000,2015,4000,6.4,1.85,70000
Color,Zack Snyder,435,128,0,826,Abbie Cornish,4000,36381716,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Jon Hamm,Sucker Punch ,197584,7067,Scott Glenn,4,alternate reality|escape|girl gang|prostitution|samurai,918,English,USA,PG-13,82000000,2011,2000,6.1,2.35,42000
Color,Clay Kaytis,141,97,6,415,Josh Gad,22000,107225164,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Peter Dinklage,The Angry Birds Movie ,27130,24350,Keegan-Michael Key,0,butt|downward duck|fish|kingfisher|pig,126,English,USA,PG,73000000,2016,1000,6.3,1.85,14000
Color,Andy Tennant,176,112,72,715,Ray Winstone,11000,70224196,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Matthew McConaughey,Fool's Gold ,59352,13827,Alexis Dziena,0,debt|rapper|treasure|treasure hunter|yacht,138,English,USA,PG-13,70000000,2008,1000,5.6,2.35,0
